assessmentId,internalTaxonId,scientificName,code,name,majorImportance,season,suitability
94833705,22723796,Spiza americana,14.1,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable
94833705,22723796,Spiza americana,4.4,Grassland - Temperate,Yes,breeding,Suitable
94833705,22723796,Spiza americana,2.2,Savanna - Moist,No,non-breeding,Suitable
94833705,22723796,Spiza americana,14.2,Artificial/Terrestrial - Pastureland,No,breeding,Suitable
94835325,22723816,Pheucticus melanocephalus,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,breeding,Suitable
94835325,22723816,Pheucticus melanocephalus,1.5,Forest - Subtropical/Tropical Dry,No,non-breeding,Suitable
94835325,22723816,Pheucticus melanocephalus,1.6,Forest - Subtropical/Tropical Moist Lowland,No,breeding,Suitable
94835325,22723816,Pheucticus melanocephalus,1.4,Forest - Temperate,Yes,breeding,Suitable
94835938,22723825,Cardinalis sinuatus,3.6,Shrubland - Subtropical/Tropical Moist,No,non-breeding,Suitable
94835938,22723825,Cardinalis sinuatus,3.5,Shrubland - Subtropical/Tropical Dry,Yes,breeding,Suitable
94835938,22723825,Cardinalis sinuatus,3.7,Shrubland - Subtropical/Tropical High Altitude,No,breeding,Suitable
94841556,22723948,Passerina amoena,1.4,Forest - Temperate,Yes,breeding,Suitable
94841556,22723948,Passerina amoena,3.5,Shrubland - Subtropical/Tropical Dry,Yes,non-breeding,Suitable
94841556,22723948,Passerina amoena,3.6,Shrubland - Subtropical/Tropical Moist,No,breeding,Suitable
94850492,22724131,Icterus cucullatus,14.5,Artificial/Terrestrial - Urban Areas,No,non-breeding,Suitable
94850492,22724131,Icterus cucullatus,1.5,Forest - Subtropical/Tropical Dry,Yes,breeding,Suitable
94850686,103793298,Icterus spurius,1.6,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable
94850686,103793298,Icterus spurius,1.5,Forest - Subtropical/Tropical Dry,No,non-breeding,Suitable
94850686,103793298,Icterus spurius,14.3,Artificial/Terrestrial - Plantations,No,breeding,Suitable
94850686,103793298,Icterus spurius,2.1,Savanna - Dry,No,breeding,Suitable
94852992,22724169,Xanthocephalus xanthocephalus,14.2,Artificial/Terrestrial - Pastureland,No,non-breeding,Suitable
94852992,22724169,Xanthocephalus xanthocephalus,14.1,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable
94852992,22724169,Xanthocephalus xanthocephalus,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Yes,non-breeding,Suitable
94859792,22724311,Quiscalus major,13.4,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,Yes,resident,Suitable
94859792,22724311,Quiscalus major,5.16,"Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools",Yes,resident,Suitable
94859792,22724311,Quiscalus major,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Yes,resident,Suitable
94861418,22724332,Euphagus cyanocephalus,4.4,Grassland - Temperate,No,non-breeding,Suitable
94861418,22724332,Euphagus cyanocephalus,14.1,Artificial/Terrestrial - Arable Land,No,breeding,Suitable
94861418,22724332,Euphagus cyanocephalus,14.2,Artificial/Terrestrial - Pastureland,No,non-breeding,Suitable
94861418,22724332,Euphagus cyanocephalus,12.6,Marine Intertidal - Tidepools,No,breeding,Suitable
94861418,22724332,Euphagus cyanocephalus,12.3,Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches,No,breeding,Suitable
94861418,22724332,Euphagus cyanocephalus,12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",No,breeding,Suitable
94863313,22724367,Dolichonyx oryzivorus,14.1,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable
94863313,22724367,Dolichonyx oryzivorus,4.4,Grassland - Temperate,Yes,breeding,Suitable
94863313,22724367,Dolichonyx oryzivorus,2.2,Savanna - Moist,No,non-breeding,Suitable
94863313,22724367,Dolichonyx oryzivorus,4.5,Grassland - Subtropical/Tropical Dry,No,non-breeding,Suitable
94882649,22724967,Aphelocoma wollweberi,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,resident,Suitable
94882649,22724967,Aphelocoma wollweberi,1.6,Forest - Subtropical/Tropical Moist Lowland,No,resident,Suitable
94887004,22725191,Bambusicola thoracicus,1.4,Forest - Temperate,Yes,resident,Suitable
94887004,22725191,Bambusicola thoracicus,3.4,Shrubland - Temperate,No,resident,Suitable
94887004,22725191,Bambusicola thoracicus,4.4,Grassland - Temperate,No,resident,Suitable
94888623,22725264,Patagioenas fasciata,1.1,Forest - Boreal,No,breeding,Suitable
94888623,22725264,Patagioenas fasciata,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,non-breeding,Suitable
94888623,22725264,Patagioenas fasciata,1.5,Forest - Subtropical/Tropical Dry,No,breeding,Suitable
94888623,22725264,Patagioenas fasciata,14.1,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable
94888623,22725264,Patagioenas fasciata,2.1,Savanna - Dry,No,non-breeding,Suitable
94899999,22725702,Caprimulgus jotaka,14.1,Artificial/Terrestrial - Arable Land,No,breeding,Suitable
94899999,22725702,Caprimulgus jotaka,1.5,Forest - Subtropical/Tropical Dry,No,non-breeding,Suitable
94899999,22725702,Caprimulgus jotaka,6,"Rocky areas (eg. inland cliffs, mountain peaks)",No,breeding,Suitable
94899999,22725702,Caprimulgus jotaka,1.4,Forest - Temperate,No,breeding,Suitable
94899999,22725702,Caprimulgus jotaka,3.5,Shrubland - Subtropical/Tropical Dry,No,non-breeding,Suitable
94899999,22725702,Caprimulgus jotaka,14.3,Artificial/Terrestrial - Plantations,No,non-breeding,Suitable
94921271,22726404,Colaptes auratus,1.5,Forest - Subtropical/Tropical Dry,No,breeding,Suitable
94921271,22726404,Colaptes auratus,14.1,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable
94921271,22726404,Colaptes auratus,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,non-breeding,Suitable
94921271,22726404,Colaptes auratus,14.5,Artificial/Terrestrial - Urban Areas,No,breeding,Suitable
94921271,22726404,Colaptes auratus,1.4,Forest - Temperate,Yes,breeding,Suitable
94921271,22726404,Colaptes auratus,1.1,Forest - Boreal,Yes,breeding,Suitable
94921271,22726404,Colaptes auratus,14.2,Artificial/Terrestrial - Pastureland,No,breeding,Suitable
94921523,22726414,Colaptes cafer,14.5,Artificial/Terrestrial - Urban Areas,No,breeding,Suitable
94921523,22726414,Colaptes cafer,1.5,Forest - Subtropical/Tropical Dry,No,breeding,Suitable
94921523,22726414,Colaptes cafer,14.1,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable
